iter	Logloss
0	0.6041290658
1	0.5340718841
2	0.4785735926
3	0.4241460416
4	0.3751863867
5	0.3372928597
6	0.3076603006
7	0.2789893777
8	0.2559461847
9	0.2360777506
10	0.2210914127
11	0.2081660859
12	0.1966369763
13	0.1848008831
14	0.1711849254
15	0.1607631271
16	0.1511242726
17	0.1420094772
18	0.135092642
19	0.1286597212
20	0.1213861511
21	0.1158643499
22	0.1096476629
23	0.1028986422
24	0.09848062213
25	0.09187215307
26	0.08762788912
27	0.08420460948
28	0.08153535802
29	0.07784645026
30	0.07439282872
31	0.07172302614
32	0.06820713629
33	0.06510433955
34	0.06272446637
35	0.05952650917
36	0.05767558704
37	0.05548301419
38	0.05260055091
39	0.05055407644
40	0.04905882511
41	0.0468409221
42	0.04518862929
43	0.0434563617
44	0.04177178308
45	0.04010988041
46	0.03844049412
47	0.03701568455
48	0.03587842948
49	0.0345013312
50	0.03316537229
51	0.0317327417
52	0.03063262926
53	0.02972847707
54	0.02877046165
55	0.02793127597
56	0.02696617429
57	0.02611125112
58	0.0252967722
59	0.02427983997
60	0.02361201403
61	0.02277820199
62	0.02177753752
63	0.02083396385
64	0.02021254743
65	0.01962184643
66	0.01906945242
67	0.01844787164
68	0.01787656495
69	0.01731869011
70	0.01677710364
71	0.01629255173
72	0.01577901949
73	0.01514992209
74	0.01471592498
75	0.01425803397
76	0.0137611272
77	0.01336151179
78	0.01295191487
79	0.01246086586
80	0.01209256214
81	0.01176355441
82	0.01141500566
83	0.01102571289
84	0.01067936583
85	0.01038708231
86	0.01005838907
87	0.009728938283
88	0.009422194423
89	0.009087927548
90	0.008840117228
91	0.008602147601
92	0.008371376077
93	0.008098259926
94	0.007845156994
95	0.007613868664
96	0.007416123148
97	0.007206789467
98	0.007007355346
99	0.006817967029
100	0.006669763933
101	0.006474265346
102	0.00631012678
103	0.006145934612
104	0.00595242517
105	0.005797867034
106	0.00564754931
107	0.00549795939
108	0.005378099755
109	0.005233095403
110	0.005095956231
111	0.004989039673
112	0.004865676726
113	0.004724756939
114	0.004605949506
115	0.004507902615
116	0.004403739257
117	0.004306149064
118	0.004232973306
119	0.0041611317
120	0.004071754012
121	0.003996426134
122	0.003919503223
123	0.003845064573
124	0.003771757135
125	0.003706635555
126	0.003648716726
127	0.003579140639
128	0.003505648538
129	0.003430933206
130	0.003361322107
131	0.003296818959
132	0.00324284372
133	0.003193186041
134	0.003139369127
135	0.003083159042
136	0.003035743954
137	0.002979948739
138	0.002921064462
139	0.002874779345
140	0.002813909951
141	0.002778514939
142	0.002737504774
143	0.002689243525
144	0.002640409079
145	0.002611133942
146	0.002575607095
147	0.00252946977
148	0.002492573294
149	0.0024549281
150	0.002423400767
151	0.00239441006
152	0.002362388539
153	0.002323730802
154	0.00229521089
155	0.002269474077
156	0.002269437206
157	0.002232526323
158	0.002204216634
159	0.00220419665
160	0.002174529261
161	0.002149794302
162	0.00212641162
163	0.00212632719
164	0.002101729488
165	0.002070237167
166	0.002055046541
167	0.002019710553
168	0.002019650135
169	0.002019636967
170	0.002019636967
171	0.002019636967
172	0.002015093226
173	0.002015059609
174	0.001985974557
175	0.001985943418
176	0.001985847059
177	0.001985726533
178	0.001985723125
179	0.001958987711
180	0.001931228291
181	0.00190777915
182	0.001907752039
183	0.001907708662
184	0.001873158882
185	0.001873140911
186	0.001873133475
187	0.001856854862
188	0.001856816597
189	0.00185675432
190	0.00185303025
191	0.001852967818
192	0.001852942102
193	0.001852921653
194	0.001824152168
195	0.001824123663
196	0.00179912999
197	0.001798964693
198	0.001798964693
199	0.0017988956
200	0.0017988956
201	0.001798851913
202	0.001798834252
203	0.001798795213
204	0.00179880079
205	0.001798784369
206	0.001798788242
207	0.001798651139
208	0.001798629916
209	0.001777435914
210	0.001777388664
211	0.001777340639
212	0.001777321275
213	0.001777314613
214	0.001777259152
215	0.001777280531
216	0.001777261941
217	0.001751284386
218	0.001751279428
219	0.001751241628
220	0.001732885566
221	0.001732885566
222	0.001732886651
223	0.001732886651
224	0.001732872553
225	0.001732849161
226	0.001732832739
227	0.001732849471
228	0.001732786729
229	0.001732776349
230	0.001732780997
231	0.001732770153
232	0.001732677202
233	0.001732698581
234	0.001732667907
235	0.001732667907
236	0.001732658147
237	0.001732487428
238	0.001732471936
239	0.001732468218
240	0.001732429643
241	0.001732407335
242	0.001732365817
243	0.001732365817
244	0.001732353733
245	0.001732283711
246	0.001732283711
247	0.001732299822
248	0.001732245911
249	0.001732245911
250	0.001732177127
251	0.001732145214
252	0.001732145214
253	0.001732130187
254	0.00173211454
255	0.00173211454
256	0.001732050869
257	0.001732046996
258	0.001732013069
259	0.001731970777
260	0.001731915936
261	0.001731920273
262	0.001731894247
263	0.001731890994
264	0.001731890994
265	0.001731845603
266	0.001731780847
267	0.001731769383
268	0.001731760088
269	0.001731765355
270	0.001731736541
271	0.001731668687
272	0.001731613071
273	0.001731616944
274	0.001731616944
275	0.001731584721
276	0.001731494249
277	0.001731494249
278	0.001731522599
279	0.001731472561
280	0.001731424226
281	0.001731364583
282	0.001731328642
283	0.001731289913
284	0.001731236931
285	0.001731235227
286	0.001731126009
287	0.001731110673
288	0.001731073492
289	0.001705355269
290	0.001705321807
291	0.001705288964
292	0.001705272698
293	0.001705196633
294	0.00170517541
295	0.001705120879
296	0.001705114682
297	0.001705079206
298	0.00170505225
299	0.001705019252
300	0.001704964102
301	0.001704931104
302	0.001704931104
303	0.00170493854
304	0.00170493854
305	0.001704918091
306	0.001704868208
307	0.001704873785
308	0.001704841562
309	0.001704828084
310	0.001704787031
311	0.001704787031
312	0.001704787031
313	0.001704775877
314	0.001704755118
315	0.001704710811
316	0.001704710811
317	0.0017047215
318	0.001704660463
319	0.001704640169
320	0.001704612438
321	0.001704612438
322	0.001704567822
323	0.001704468829
324	0.001704469449
325	0.001704409961
326	0.001704420185
327	0.001704320418
328	0.001704320418
329	0.001704277661
330	0.001704222355
331	0.001704233044
332	0.001703873015
333	0.00170385458
334	0.001703833511
335	0.001703794627
336	0.001703743969
337	0.001703718252
338	0.001703614767
339	0.001703612443
340	0.001703633822
341	0.001703591684
342	0.001703550166
343	0.001703289285
344	0.001703259231
345	0.001680479025
346	0.001680455942
347	0.001680374146
348	0.001680322868
349	0.001680322713
350	0.00168028987
351	0.001680286307
352	0.001680241226
353	0.00168017616
354	0.001680108152
355	0.001680126277
356	0.001675197101
357	0.001675197101
358	0.00167517061
359	0.001675129247
360	0.001675120571
361	0.001675109262
362	0.001675099193
363	0.001660947756
364	0.001660927927
365	0.001660868748
366	0.00166082692
367	0.001660530408
368	0.00166052669
369	0.00166052669
370	0.001660511043
371	0.001660511043
372	0.001660505001
373	0.001660465807
374	0.001660454498
375	0.001660405699
376	0.001660379053
377	0.001660351632
378	0.00164020441
379	0.001620431005
380	0.001620411331
381	0.001620358039
382	0.001620326281
383	0.001620333407
384	0.001620309085
385	0.001620291114
386	0.001620222641
387	0.001620211487
388	0.001620211487
389	0.001620142083
390	0.001620093129
391	0.001620074074
392	0.001620071441
393	0.001620042471
394	0.001620004516
395	0.001620006066
396	0.001620006066
397	0.001619660599
398	0.001619592745
399	0.001619578028
400	0.001619578028
401	0.001619491119
402	0.001619484612
403	0.001619125512
404	0.001619090191
405	0.00161908384
406	0.001619076868
407	0.001619072531
408	0.001619040463
409	0.001619021563
410	0.001619006226
411	0.001618996621
412	0.001618981284
413	0.001618928922
414	0.001618922105
415	0.001618881672
416	0.001618872377
417	0.001618831943
418	0.001618831943
419	0.001618816141
420	0.001618777102
421	0.001618778187
422	0.001618763779
423	0.001618746738
424	0.00161870491
425	0.001618682447
426	0.001618634578
427	0.001618625128
428	0.001618612425
429	0.001618591975
430	0.001618584229
431	0.001618541162
432	0.001618521643
433	0.001618536825
434	0.001618503207
435	0.001618484772
436	0.001618493448
437	0.001618417538
438	0.001618426058
439	0.001618368274
440	0.001618374316
441	0.00161835743
442	0.0016183376
443	0.001618348444
444	0.001618246044
445	0.001618226679
446	0.001618226679
447	0.001618192287
448	0.001618192287
449	0.001618191048
450	0.001618087873
451	0.001618091591
452	0.001618039538
453	0.001617954488
454	0.001617844961
455	0.001617844961
456	0.001617858594
457	0.00161785658
458	0.001617620331
459	0.001617624513
460	0.001596303634
461	0.001596260567
462	0.001596248328
463	0.001596192403
464	0.001596192403
465	0.001596177221
466	0.001596160799
467	0.00159614004
468	0.001596079622
469	0.001595859794
470	0.001595816882
471	0.001595805263
472	0.001595400308
473	0.001595399533
474	0.001595404181
475	0.001595401702
476	0.001595372113
477	0.001595355227
478	0.001595335242
479	0.001595337566
480	0.001595337566
481	0.001595289541
482	0.001595239658
483	0.001595165452
484	0.001595131525
485	0.001595125328
486	0.001595082261
487	0.001595030519
488	0.001594978157
489	0.001594875291
490	0.001594873122
491	0.00159483904
492	0.00159483904
493	0.00159480248
494	0.001594782031
495	0.001594757244
496	0.001594752596
497	0.001594734936
498	0.001594728429
499	0.001594701163
500	0.001594701163
501	0.001594701163
502	0.00159432967
503	0.001594303644
504	0.001594217355
505	0.001594193343
506	0.001594186526
507	0.001594162514
508	0.001594164838
509	0.001594136178
510	0.001594136178
511	0.001594058254
512	0.001594058254
513	0.001594021694
514	0.001594000935
515	0.001594000935
516	0.001593969331
